,full_name,customer_id,branch_id,branch,birthdate,father_name,loan_superviser_id,bc_id,bc_serial,postal_code,phone_number,cell_phone
5973,Dale Head,75969620,46699,Perciful,1930-07-09,Gerald,28039,052287970,93x641617,3741268596,045-11802429,09584335164
5974,Tony Page,43789123,65244,Scott,1906-05-04,John,8920,6452251,49i481121,6914510155,056-55827942,09047504551
5975,Jason Fernandez,32065375,80460,Woods,1904-06-19,Julio,63080,5116348356,84n141048,9736149917,076-22189942,09738538386
5976,Wanda Steele,81615784,54146,Schmig,1961-06-12,Joshua,61127,7952720859,81p174649,3938588070,074-00822548,09924341984
5977,Pamela Mixer,16823388,79527,Miller,1931-08-28,Lawrence,92909,8575891617,59w573075,3051112721,086-22929294,09620301061
5978,Jean Homer,82218389,831,Lambert,1907-12-06,Timothy,13571,56444921,60m049450,7895457132,045-77425800,09371321484
5979,Dawn Murphy,61479257,14135,Berrios,1911-05-27,Ralph,72112,71927551,45u677584,0960662326,084-55536706,09501418882
5980,Lisa Boxx,17307583,71710,Bilal,1955-10-08,Jarrod,58350,9349259006,93h131625,4099246185,087-66157357,09775478724
5981,Willie Tyrrell,78517274,11109,Mott,1965-08-05,Alex,53936,9779567183,74q156976,7997653573,028-11982285,09503298981
5982,Sheri Watson,56273608,476,Coulter,1906-03-06,Max,53320,30527,05c766588,6711836695,056-66951294,09919076461
5983,Sandra White,60096925,16995,Juariqui,1964-06-03,James,31960,775899,40k962168,6526060642,086-88367536,09618678074
5984,Barbara Davis,89366616,56597,Black,1933-01-27,Jeremy,72129,11409,32v155650,2235703478,031-22355495,09827995742
5985,Nancy Moreno,48992400,86936,Madison,2005-12-26,Michael,87739,29522501,86z786347,9623062336,074-00397535,09021354021
5986,Stephen Larrabee,12263421,47614,Brown,2018-10-08,Wilbert,42855,64889,69d237318,4228729608,061-99737451,09403374588
5987,Grace Stice,30306680,88376,Mcdevitt,1997-04-16,Graham,89394,32,68t509137,3003480633,083-11377757,09752701519
5988,India Lawary,58677296,91681,Ford,1917-07-28,Shelby,17491,1259,00b385829,9157713043,061-77190003,09994061012
5989,Patricia Simmons,57303541,14165,Owens,1960-05-04,Marlon,94689,3779936,83w382375,2946184546,017-66582879,09624126440
5990,Mary Frisch,89427873,94156,Benitez,1953-09-24,Charles,94410,4,67o460619,6260172253,034-00524952,09505555714
5991,Lillian Romero,59243970,61219,Zarek,1965-04-15,Edward,29746,1148588216,35o958979,1419426020,031-88689058,09507684928
5992,Leonard Gregory,75522807,21021,Heffner,1997-12-05,Claud,44901,71757973885,18k261122,8227746548,024-22762381,09251241135
5993,Scott Bailey,41285197,74202,Dunn,1987-03-13,Christopher,39074,74698697,69u504944,7803920635,044-11212355,09172055422
5994,Frances Wise,72108796,2908,Sharkey,1980-08-07,Neil,62759,4576928,49b952927,3263899516,011-33985812,09812667500
5995,Bobby Girman,73792145,97255,Godfrey,1907-03-25,Gerald,77996,98379649,18t227173,1105679908,017-66393592,09952396165
5996,Ruby Luckhardt,13559017,1455,Gonzalez,1983-12-14,Thomas,68278,062001,38w759888,9997546554,087-88254934,09199565704
5997,David Kloeck,49310781,69039,Haden,1942-10-27,Abe,63210,073,13w896682,4579421752,056-88911623,09271526615
5998,Ginger Self,55990016,3205,Price,1988-01-12,Thomas,41256,76,96a904651,6054011972,013-55275112,09873624119
5999,Matthew Ramirez,36634387,368,Renner,1938-11-25,Steven,71393,786,20z319642,3192922998,086-00777246,09889823003
6000,Teresa Vo,65004695,33174,Weakland,1961-05-10,Charles,63662,03,04l225272,9086683280,054-33851331,09538556550
6001,John Ellison,34539868,58138,Potter,2005-12-22,Michael,75152,22587164505,95h793465,8294690319,044-33417044,09113687381
6002,Elsa Rhodarmer,35784531,93142,Castro,1959-08-02,Larry,30631,068640,64g703357,6437539158,066-11987877,09791683447
6003,William Miranda,34603230,59065,Sawyer,1974-07-25,John,23150,7783,50a145031,5772058179,041-11567310,09998095035
6004,Eric Lotton,65688785,84541,Jackson,1920-09-14,Chester,52931,9,45c355422,9378505009,083-77587963,09227796230
6005,Dawn Wooden,64987219,98641,Berkey,1952-08-20,Henry,72642,07260,24m248490,8191500640,024-88063127,09156638727
6006,Rebecca Gage,25246509,89590,Smith,1945-09-10,Glenn,6706,979294099,00q829770,6297010523,066-22369087,09402322659
6007,Kennith Schultz,96118894,87990,Santana,1928-02-02,Brandon,80913,4437,13r430546,3494295350,028-55700674,09974574615
6008,Ruth Francisco,38173130,88462,Conley,1921-02-11,Owen,72287,2870997457,19j223511,9304647564,021-22108147,09448000544
6009,Jenny Bradford,46914353,90545,Vasquez,1930-04-19,Craig,23918,443645323,86v811964,9170879439,021-99270149,09267966078
6010,Tabitha Ruesga,32590729,56028,Milam,1966-01-12,Willis,89789,71758083,66k834020,0607924126,086-44119609,09188813151
6011,Patricia Buff,77345491,62050,Knight,2022-08-08,James,13966,35,80e134805,3553180967,058-66956963,09886190476
6012,Cathy Vance,37945024,19057,Ellis,1944-05-08,Douglas,68202,01283395184,80s437553,4846268116,086-00731806,09266502148
6013,Christopher Shutt,59559330,31893,Lee,1995-01-22,Earl,24360,37619488,61v942409,0445623681,031-66186612,09220565334
6014,Deangelo Robinson,97699084,11656,Daniels,1931-07-25,Marion,13259,320450,77x294305,7161100607,038-00913931,09309327487
6015,Dorothy James,12657060,4302,Powell,1957-11-19,Tracy,44528,265,04b466684,4620598614,025-44953189,09933742746
6016,Glenda Grijalva,93863919,22537,Curtis,1917-03-10,Richard,91034,635525261,74a219852,3823587012,076-00371187,09185695877
6017,Elaine Leach,25618701,79519,Osborne,1917-07-22,George,35213,68358568,96d108329,6829659161,025-66494432,09135928657
6018,Jesse Warren,95128533,97706,Arredondo,2008-06-04,Michael,71656,919116,48f515825,1346941926,041-66254440,09827852001
6019,Betty Rodgers,40315619,27932,Warren,2017-04-05,Seth,46936,6,89i908744,3823384665,076-44418015,09982712681
6020,Bill Lamping,51414981,48504,King,1964-04-05,Mitchell,81816,5136,59f728294,7312939813,077-88846730,09127852278
6021,Mary Weatherspoon,68721312,52932,Ballinger,1932-11-22,Dean,94613,62197103,73r578199,3707694279,081-00896195,09531482878
6022,Patrick Fletcher,73292094,47567,Bilotto,1987-01-27,Timothy,53670,28275999,25e064401,9790814559,025-99675043,09741568191
6023,Travis Belcher,59487148,98798,Lerner,1903-01-22,Larry,96094,033,17s024944,7233551181,025-99622477,09309946700
6024,Eric Barkhimer,41183748,93405,West,1903-04-01,Roy,46213,01562899842,87m864681,0154906244,058-33032462,09214911808
6025,Donald Blanton,83861809,30090,Alfaro,1973-03-16,James,66560,5911251473,17j589174,6831898709,084-77182742,09558810006
6026,Jesse Brevig,79179478,51685,German,1998-12-01,Keenan,55182,5200029263,73p745466,2305001902,044-00048023,09956892412
6027,Anita Sawicki,62125345,47953,Dunbar,1926-10-24,Eugene,37303,76,83k569728,9466576363,076-33303085,09981081982
6028,Freida Jones,44293247,8450,Buckner,1958-06-17,Phillip,23395,747943,99d618458,3471379133,025-33895729,09205442452
6029,Nancy Mason,90221179,45225,Cook,1998-02-08,Duane,93750,642505,25e224616,8398651942,044-66967198,09267153993
6030,Mattie Call,88855985,64568,Lewis,2015-11-08,Robert,66094,5,56b583376,2620228793,028-33450044,09203437962
6031,Daine Hays,49066272,27531,Porter,1960-07-12,Larry,56281,24471,01m776999,0722857194,045-88409004,09904840958
6032,Craig Johnson,94842382,88787,Goettle,1973-09-03,Jackson,86597,749464766,15j211325,3441864580,044-22035314,09285415243
6033,Virginia Wildman,84214831,36550,Brooks,1944-11-07,Dale,90762,1118705701,54f709455,2412745241,071-88272923,09722336504
6034,Melissa Brown,53472329,90083,Soto,1928-04-07,Joshua,66241,4408967262,94q980422,6679794890,017-66061382,09466064759
6035,Veronica Taylor,56272763,21144,Guyer,1960-03-13,George,45496,926734,16l822016,1787544178,076-99014535,09225578064
6036,Edward Stevens,82136865,60743,Christian,1951-01-15,Roy,32053,9605,03b495662,2889876190,051-55373540,09481748927
6037,Keith Londono,15316670,27046,Kafer,1979-04-05,Curtis,90815,0216,32s050294,4000745829,024-00919020,09457770389
6038,Sara Rosario,22497408,81392,Green,1949-11-23,Brian,63222,7,97q243308,7845474118,025-77039195,09091980778
6039,Robert Aldrich,91917133,88427,Balmer,1968-06-27,Kevin,83330,51,94s368519,5681170466,038-99983340,09700070463
6040,Jeanine Smith,14998208,11687,Mcmillan,1958-01-17,Thomas,88610,1664,70r249259,5745122623,056-66638452,09488621110
6041,Efrain Mcdonald,88334405,23071,Short,1935-06-17,John,97823,388760944,44u947461,3721876948,044-55639003,09050041751
6042,Anthony Liscomb,40689851,59138,Foley,1963-01-03,Nicholas,59051,6457609367,63p879588,8187983411,083-00286209,09467649936
6043,Marie Canter,60586434,48115,Summey,1951-07-06,James,55895,20767857161,46o752090,4444549389,041-22211968,09852595758
6044,Judy Franzen,73324599,80966,Gookin,1919-11-28,Glen,53311,3415,46i731677,7933788973,071-44948430,09187648495
6045,Rafael Mckay,14945492,78660,Smith,1920-04-12,Kirk,3040,7063869603,45l436369,8366308273,061-33124901,09668449895
6046,Rosemary Jackson,32999157,26906,Garcia,1952-12-14,Richard,28466,59775125,46b850897,4645643451,071-66910353,09396757913
6047,Erin Gregory,78863689,85373,Lamb,1929-07-21,Robert,52265,3606182413,85f744728,7781556828,084-88629343,09065521508
6048,Ben Cruz,63760294,16249,Stock,1963-05-20,Jose,56863,27346092,29d910768,8334117731,084-99544405,09368417749
6049,Timothy Kidd,68468843,31786,Halford,2001-04-25,Lenny,59927,4823685,02t780413,7787987563,028-33109653,09763178309
6050,Rosa Diver,45450987,99342,Larsen,1963-01-26,Myron,972,359756726,41h296906,1404027515,076-11744232,09577010849
6051,John Rodriquez,87090293,85102,Clifford,1930-08-07,Donald,6043,504593,23l577969,3362878019,034-88603838,09883856698
6052,Ricky Jessica,47752547,70140,Solesbee,1918-04-21,James,73060,465,83q504475,6699203260,011-44706972,09956313640
6053,Eva Gillon,55700742,44077,Miller,1980-06-26,Clayton,17006,84812,37o260529,5600762678,028-55587028,09035297156
6054,Vickie Reed,39968227,80135,Scott,1906-08-03,Dean,61989,0213,33w663784,3716110620,066-22424781,09534166624
6055,Agnes Ervin,69366591,478,Ferguson,1998-04-28,Michael,64062,58571586004,01i613815,4395210305,056-77066583,09389540246
6056,Ute Beyer,58489356,95437,Mateo,1985-05-01,Joseph,98945,7,17j619922,2486704227,038-22834000,09480673609
6057,Clarence Martin,40373980,22698,Nichols,1975-05-15,Philip,2013,7,88q233322,8903764826,041-66659639,09137646412
6058,Walter Mcglinchey,96657689,96767,Warren,1924-05-18,Dennis,34839,690,98o538464,6102247346,011-11863224,09891473442
6059,Bessie Lembo,42198902,98830,Hood,1994-01-01,Marvin,90798,922626,01f718974,0386418424,044-77580093,09023362204
6060,Kimberly Crandall,89221341,70981,Sticker,2008-06-01,Lawrence,44962,48704,52i887842,9841929024,086-33256300,09637428572
6061,Christopher Lopez,30427419,2663,Bellows,1934-11-21,Carl,35947,87001,72m923600,2188361202,074-99690299,09080324918
6062,Rita Chandler,44379119,63296,Norton,1976-08-10,Corey,46260,52726517339,02l490615,6351931071,086-88114194,09742896892
6063,Judy Moe,38229015,2735,Guimond,1926-09-20,Scott,56911,125921379,48s084708,0260430440,058-99138907,09582084907
6064,Kathleen Polanco,28416774,21333,Evans,1934-06-06,Richard,58051,05834894583,66i384478,7657515024,084-88665639,09307463903
6065,Opal Bernabe,87081703,28637,Hamilton,1996-03-14,Paul,904,983920610,79m525059,5230396010,024-88381658,09499111889
6066,Cindy Meek,77675556,91875,Kaeo,2012-06-14,Brandon,31555,1417975,39h772814,3335975160,025-77494646,09765666311
6067,Timothy Perez,88338220,13566,Smith,1911-05-16,Thomas,36518,131,43h318419,6875548466,023-55802562,09494115735
6068,Lisa Demoss,31111819,25665,Hardin,1993-04-22,Leonard,26807,400,61o052997,5885610373,041-88134952,09503699704
6069,Roger Crawford,16295160,94030,Allen,1960-10-23,Robert,80976,646040084,64h053048,1130183653,054-44752136,09864749201
6070,Colin Turner,42796405,52530,Jones,1910-06-04,Adolfo,48612,2477292932,23x529867,7490418211,084-88093089,09270395285
6071,Jean Dominguez,52811826,90488,Wright,1913-08-04,Michael,50560,281274,83x393398,1731135784,083-99781877,09802564438
6072,Heather Cook,24869957,98682,Mangan,2022-09-20,William,60450,4712265357,53n964572,2784257707,071-00985199,09280015971
6073,Marian Beaty,29821969,81998,Williams,1943-02-21,Charles,80912,73197,34y969921,2138169813,074-55457384,09396961264
6074,William Gentile,95399986,8532,Parker,1964-01-02,Leon,19984,2281887,87f217819,3874604274,026-11303058,09229343263
6075,Karole Geralds,83089667,84684,Matthew,1951-07-13,Thomas,38073,7,93k157971,4323274546,011-55149801,09602593928
6076,Christopher Taylor,67909524,53799,Criswell,1941-03-26,Dustin,17995,52385222792,45d548875,4151472837,011-44089911,09206302444
6077,Gwendolyn Clark,34909504,65779,Ramirez,1992-03-17,Matt,98241,133,16n315287,6827412914,031-99798390,09616550549
6078,David Porter,59066288,61697,Clark,1964-06-01,Robert,49923,47703,66z567351,3846858343,058-11922636,09412604179
6079,Julio Sturgeon,80026020,13112,Pazmino,1982-08-01,Wayne,81418,9,48a781911,0102751773,061-22556110,09566963905
6080,Jerry Otero,46483792,49738,Garcia,1989-03-05,Robert,54157,38810138,98x046465,7471291390,041-88935977,09606929248
6081,Raul Teaff,62967358,26840,Lewis,1928-05-06,Matthew,85588,65548465,28f759572,7282763473,023-99741694,09954621000
6082,Christopher Olmstead,24829498,1701,Fiaschetti,1909-11-14,David,49033,22537,11c823259,9502941170,025-55759568,09695335341
6083,Carol Miller,67161093,49743,Delgado,1911-08-08,John,99204,623,76s413522,7988145187,084-44790360,09809891611
6084,Tammy Mills,50642032,84224,Nocera,1928-05-14,William,17707,8567,45t393443,1614566578,083-22255660,09435203330
6085,Larry Fisher,57760648,6824,Parker,1920-01-22,Bernard,27513,79358088,27d286665,6445340901,034-55503214,09509695530
6086,Charles Hahn,65406688,18058,Hill,1914-01-13,Michael,95158,575065023,28p337975,1961243923,086-77379554,09097983523
6087,Darren Sasser,45692460,92467,Finan,1950-12-24,Erick,10016,599,22t389885,3849701526,083-88693312,09875266038
6088,Dorothy Sorrell,97596268,95396,Rheaume,1934-10-05,Joseph,76768,9126,67x794658,0094851048,025-77827852,09924477087
6089,Roger Velez,14592007,54587,Staton,1976-10-20,Bradley,69494,4646,60z763504,7298493605,028-99690980,09410039600
6090,Brandon Rutledge,10161805,4081,Bristol,1913-08-01,Bernard,4901,5560,98r509795,6736426096,024-22558759,09633817204
6091,Jonathan Naccarato,20829725,18548,Westbrook,1986-03-14,Billy,29706,216062351,72a477505,4837306962,084-22979696,09961845682
6092,Erica Raynor,61186886,58772,Hughes,1970-10-21,James,1623,036177,01e820709,0481073801,026-44379265,09022979059
6093,Ashleigh Pierre,57283738,20714,Rochford,1932-12-20,Rick,51490,8777081,63g583493,1435578510,071-99824287,09803869358
6094,Lee Smith,21229606,71786,Pond,1944-06-24,Joshua,47110,39,68z127335,0960158758,044-22281494,09355452572
6095,Julie Darwin,34894791,10106,Hensley,2004-03-22,John,91702,478177,41j391887,2865655762,083-88845693,09605429834
6096,Anne Dona,10710364,3153,Schrock,1946-12-22,Bradley,77665,21,32y777741,6355550333,021-88750335,09602671970
6097,Fredia Powell,68841688,82304,Williams,2000-05-10,John,7844,713,97t208609,5165488470,077-88934184,09323001717
6098,Manuel Trotter,81931017,83944,Laskey,1990-09-20,Larry,96805,1501,12r730196,9812050674,038-88157673,09757344301
6099,Kelly Dorsey,49927097,92797,Cooper,1903-07-15,Christopher,60366,845768218,31f764707,6133808697,056-22033616,09925223919
6100,Angel Sanders,25727772,3212,Gilbert,2007-08-17,Damon,92750,7374,60m709424,0732912017,044-77083876,09287395388
6101,Rose Verkamp,82679583,93835,Villaman,1926-04-27,Steve,6168,6090,88k375131,6447700785,026-77999795,09203107057
6102,Alice Tharp,72935940,66605,Chu,2014-04-11,Emanuel,13645,6735360097,04k837485,0248736082,041-66856877,09961721390
6103,Dewey Bryant,96843001,32868,Weisgerber,1916-10-15,Ralph,72597,0143509246,03d954578,6257371725,011-77169712,09151696116
6104,Ramiro Overton,58913749,42850,Reinkemeyer,1971-03-12,Alan,68855,96429754870,00d079221,0859601397,013-99761693,09472771051
6105,Martin Daniel,67247258,832,Sponaugle,2010-01-20,Patrick,22036,00,47t835528,4926245415,045-66358917,09475220599
6106,Kelly Campbell,75757085,28817,Barnhart,2016-03-26,Manuel,83317,71536057033,05l601255,7110617407,013-77091160,09363554396
6107,Gregory Mead,20556622,34564,Griffeth,1965-06-11,Joe,53019,8329,05h680608,4153795951,038-22697164,09768271677
6108,Edna Matin,79306516,75705,Richards,1918-09-23,Michael,79730,36288098,21a002982,3762505957,013-44363926,09175766579
6109,Stanley Gardner,34319415,89644,Heath,2019-02-27,Robert,57366,70,08f020842,8385845785,058-33387401,09175313450
6110,Elizabeth Gilley,50897319,215,Esters,1915-03-22,David,55724,019,41m158250,4014066673,011-88485430,09276310640
6111,Janet Moore,75942122,80120,Landry,1948-05-23,Carlos,56873,1170,36u034438,0965131602,066-88455836,09244467721
6112,Philip Hall,91357938,96869,Rievley,1926-10-26,David,58951,8532,74d162730,5814551854,074-77602540,09792754769
6113,Catherine Craycraft,78496656,91493,Chase,1945-01-22,Robert,46790,3499541,30v516013,8301820859,025-44660876,09676745588
6114,Fred Jeter,94296125,11650,Lee,2010-12-24,Edward,78093,6178,92o634190,9770623191,021-22840328,09097781049
6115,Roberto Gioia,28779926,80510,Martinez,2002-09-22,David,14259,9533162,00x215588,9954063886,013-88095972,09431301736
6116,Delphine Campbell,24873065,77370,Groves,1980-03-27,James,77977,407971334,21y705036,2990084243,044-44725333,09954854910
6117,Howard Amado,77304689,56517,Shorey,1902-02-10,Dennis,26683,0,47k607095,9837795339,084-00233202,09753878408
6118,Bruce Hoyt,10314084,52235,Ashley,1954-06-10,Robert,29820,0,93s056741,4569978280,023-22127028,09625518207
6119,Peter White,29146787,19125,Dixon,1988-06-21,Keith,73736,9856524,15m955690,2912296219,081-33098524,09842765276
6120,Lucas Sluka,58696885,64412,Bagnoli,1960-12-16,Ricardo,82837,4207,67d967072,7227129502,038-77000496,09131601285
6121,Alisha Smith,84679903,43836,Frazier,2000-05-10,Brett,80939,84398,46t650849,4218595108,087-99351258,09092807218
6122,Bonnie Rodriguez,42821441,66558,Polk,1924-05-21,Jose,41486,49,62u141848,9011315769,066-33391628,09846983234
6123,Carl Jones,38487740,10841,Shultz,1986-01-08,James,26366,137,61g029934,8622813737,077-99545263,09311769821
6124,Fred Hill,84837293,54747,Witherite,1972-12-04,Rolando,79450,6,68n937475,5968778983,034-66065617,09464924379
6125,Sarah Hancock,45020689,48676,Henry,1963-07-01,Errol,75170,27905810,76m168942,9510717697,061-00407203,09253577419
6126,Michael Segal,83254917,13865,Gosser,1935-10-10,Joe,24695,6195650073,55o496369,1078463307,044-44698812,09422089013
6127,Harry Biel,96316167,75777,Hartman,1924-04-13,Jack,23447,03355633959,02x030866,8509245783,058-88830639,09615813992
